,review_comment_message,review_score,sentimento
944,Só imaginei que fosse maior a boneca. Mais é legal ,5,positivo
945,"Tive problema na entrega, pois não tinha ninguém em casa para receber a mercadoria no horário que passaram.",2,negativo
948,"Atenciosos,ligam para dar acompanhamento. Bom prazo de validade. Demorou de chegar. Agora é verificar a qualidade do produto.",5,positivo
950,Muito eficiente entregou bem rápido eu recomendo,5,positivo
954,Otimo produto e entrega no prazo,5,positivo
955,"Chegou antes da data do prazo, porem vazou um pouco do produto! ",4,positivo
967,"Sempre que compro com vocês meus itens chega em perfeito estado....
",5,positivo
968,Produto entregue antes do prazo em ótimo estado.,5,positivo
971,Entrega super rápida. Produto de ótima qualidade. Recomendo.,5,positivo
974,"Produto lindo, ótimo",5,positivo
979,excelente,5,positivo
981,Entrega uma dia antes do previsto,4,positivo
982,"Demora um pouco pra esquentar, mesmo na potência máxima 5. Mas atende bem. Nos rimeiros dias de uso tem um cheiro meio que borracha queimada, mas passa... recomendo pela praticidade e custo/benefício.",4,positivo
984,"Foi entregue bem embalado.
Entrega rapido comforme prometido
Comforme a imagem.",5,positivo
986,Tudo ocorreu de forma eficiente,5,positivo
987,O produto chegou antes do prazo e em perfeitas condições. ,5,positivo
992,"O produto não corresponde ao que eu comprei, a película é muito menor que a tela do celular e não cobre toda a tela.",2,negativo
993,"produto conforme anunciado, e veio antes do prazo...perfeito",5,positivo
994,Produto bom e entregue antes do previsto.,4,positivo
995,"Ainda não usei em nenhuma viagem, mas parece ser muito boa.",4,positivo
997,O produto foi encaminhado para cidade de destino no dia 31/03 e até o momento não recebi.,1,negativo
1001,Recomendo,5,positivo
1002,Produto não foi entregue!,1,negativo
1003,Simplesmente não recebi meu produto e nao tenho um posicionamento decente do que acontecerá.,1,negativo
1004,"Não recebi o braço de ducha com desviador, somente a ducha 20x20 com braço de 30cm.",1,negativo
1005,Adoro comprar nas lojas lannister,4,positivo
1008,"Entrega muito rápido, e produto excelente ",5,positivo
1009,Ótimo ,5,positivo
1010,"O produto pode estar com mal funcionamento.
Ou o meu telefone não está conseguindo fazer a leitura.",1,negativo
1016,Produto entregue,5,positivo
1017,Loja sem vergonha. Não entregaram o pedido e tiveram a descaração de duErem que eu o cancelei. Porcaria de vendedor. stark escolheu muito mal o seu paeceiro.,1,negativo
1019,"Muito bom
",5,positivo
1020,Recebi o produto que eh falso quero meu dinheiro de volta ,5,positivo
1021,"PRODUTO NÃO VEIO CONFORME ESTAVA NO SITE .
MOSTRAVA CALENDÁRIO SITE MAS QUANDO RECEBI VEIO SEM E ESTA DIFÍCIL PARA FAZER A TROCA E ESTORNO DO PRODUTO",1,negativo
1024,"Produto bom. Entrega antes do prazo
",5,positivo
1025,Bom,4,positivo
1026,gostei muito,5,positivo
1029,"Comprei dois produtos, sendo que um deles não chegou. Um cabo adaptador de áudio.",1,negativo
1031,"Gostei muito,chegou tudo certinho até antes do prazo de entrega.",5,positivo
1036,Produto entregue dentro do prazo .,5,positivo
1037,"Fornecedor targaryen me mandou um massageador completamente diferente do que comprei, de preço inferior e cheio de avaliações negativas. Ninguém erra mandando um superior né, curioso..Ou seja, n recomendo",1,negativo
1039,"Recebi o produto no prazo, tudo ok",5,positivo
1043,"Muito ruim, não veio um produto e o outro veio errado.. ",1,negativo
1044,"ABRI PROTOCOLO PARA DEVOLUÇÃO, PRODUTO DE BAIXA QUALIDADE DEU PROBLEMA NO PRIMEIRO DIA DE USO.

lannister VIROU UM MERCADO LIVRE....6 PEDIDOS 6 PROBLEMAS ",1,negativo
1045,Entrega no prazo e como descrito no site,5,positivo
1047,A lannister sempre se superandoo,5,positivo
1049,Fui surpreendido pela eficácia. Ótimo atentimento.,5,positivo
1051,"otimo atendimento, tudo certo, entregue dentro do prazo.",5,positivo
1053,"Obrigada pela qualidade do produto, e pela entrega tbm que era previsto para 10/08 e chegou dia 22/07. Adorei. Parabéns.",5,positivo
1055,A mercadoria não foi entregue ainda..,1,negativo
1060,Ainda não utilizei o produto,4,positivo
1061,"Recebi a encomenda de forma normal e dentro do prazo, contudo, recebi de primeira uma data de entrega estimada e que posterior, a data foi aumentando. Não gostei dessa atitude. Demorou 2 semanas.",2,negativo
1066,Eu pedi q cancelacem antes da nf ser emitida pq eu havia ganhado de presente um igual... não cancelaram... mandaram assim msm... eu pedi quando a nf ainda não tinha sido emitida,1,negativo
1067,"Muito linda deu um charme na minha sala.
",5,positivo
1071,Ótimo atendimento e entrega antes do prazo.,5,positivo
1080,Recomendo.,4,positivo
1083,"preciso urgente desta mercadoria, o prazo maximo era até o dia 3 e até agora não chegou",1,negativo
1084,Otimo material bem resistente espaçosa 👏👏👏 gostei!,4,positivo
1087,Ótimo serviço,5,positivo
1090,Prestação de serviços de alta qualidade ,5,positivo
1091,O produto é de muita baixa qualidade,2,negativo
1093,"Produto entregue bem embalado ,em perfeitas condições. ",5,positivo
1094,Demorou mas entregou!,2,negativo
1098,"Produto com defeito apresenta risco por não ser confiável, já eviei e-mail e efetuei ligações e sem retorno.",1,negativo
1100,"Chegou antes da data prevista , eu recomendaria para meus amigos a loja stark está de parabéns .",5,positivo
1101,Tapete lindo.Chegou muito antes do prazo.,5,positivo
1102,Gostei muito,4,positivo
1105,Poderia ter agilizado com a entrega! Porém recebi o produto em ótimas condições!,4,positivo
1108,"Protudo chegou em ótimo estado de conservação, e antes do prazo!",5,positivo
1109,Produto de excelente qualidade e a entrega foi feita antes do prazo previsto. Muito satisfeita. ,5,positivo
1110,"O produto é muito lindo e está com preço excelente! A entrega foi super rápida, ocorrendo muito antes do prazo! 
Recomendo! O quarto ficou irado!!!!",5,positivo
1117,Muito satisfeito eu recomendo,5,positivo
1120,Podem comprar sem medo,5,positivo
1123,"gosto de comprar nessa loja porque agente ñ precisa avisar da entrega
",4,positivo
1124,Excelente produto!!,5,positivo
1125,Produto entregue no prazo nota 10,5,positivo
1130,"a descrição do produto estava errada e não consegui usar o produto ,pedi o cancelamento fazem 15 dias e ainda não obtive resposta",1,negativo
1132,"Muito Bom , exelente",5,positivo
1134,atendimento eficaz e entrega dentro do prazo,5,positivo
1136,"Chegou um pouco antes do prazo, isso é bom",5,positivo
1139,Gostei demais do travesseiro. É como descrito no site.,5,positivo
1140,Super recomendo.entrega e produtos ok.,5,positivo
1141,Sem pontualidade não da satisfação ao cliente.,1,negativo
1147,"Satisfeito com a aquisição e negócio.
Entrega no prazo, com produto bem embalado, com a Nota Fiscal, caixa original, garantia e manual do usuário.
Primeiras impressões o relógio está em perfeito.",5,positivo
1148,Atendeu as expectativas,5,positivo
1151,"MUITO BOM, ENCOMENDA CHEGOU CERTINHA",5,positivo
1161,meu mosquiteiro veio com dois furos na parte superior e pedir um mosquiteiro King porem nao veio Kiung e sim QUEEM,1,negativo
1166,Produto chegou rapidamente e conforme o anunciado.,5,positivo
1167,Produto de baixa qualidade.,2,negativo
1168,"Produto de qualidade, preço justo, entrega dentro do prazo.
O produto atendeu as minhas expectativas.
Recomendo o vendedor.",5,positivo
1169,me foi enviado o produto errado!,1,negativo
1173,Efetuei a compra e pagamento de duas unidades e recebi apenas uma unidade. Aguardando tratativa.,1,negativo
1175,"Adorei o produto,chegou antes do prazo estipulado.Estou muito satisfeita.",5,positivo
1178,tudo ok,5,positivo
1182,"Produto importado, o meu veio com defeito",2,negativo
1184,Produto simples e bonito,4,positivo
1192,Gostei muito da agilidade na entrega,5,positivo
1195,Ainda não recebi,1,negativo
1196,Esperava maior um pouco,4,positivo
1201,"Produto chegou antes do prazo, muito bem embalado pelo fornecedor, sem avarias.

A qualidado produto é muito boa.",5,positivo
1205,Produtos muito bons! ,5,positivo
1206,Otimo produto,5,positivo
1208,Bom dia ... comprei um bebedouro vermelho metálico... é recebi um bebedouro Rosa... obs... meu cachorro é macho...,2,negativo
1210,"Não foi entregue, a primeira vez que acontece isso.",1,negativo
1211,o produto demorou um mês para ser entregue . tempo demais poderia ter chegado antes da data limite. fora isso tudo oK.,4,positivo
1212,"Comprei 2 unidades do produto, veio avariado visto que a embalagem é muito fraca, sendo que veio com dois buracos no fundo da panela, devido a pressão que dog colocado em cima dele.",1,negativo
1217,"só acho que poderia ter comprado mais cartuchos, mas não as fiz porque cada cartucho veio em um frete diferente, coisa que poderiam ser colocados em um único pacote, o que baratearia o frete.",5,positivo
1226,Excelente serviço,5,positivo
1227,Pedido foi cancelado e mesmo assim a loja enviou o produto. Devolvi o produto e quero o estorno da compra em meu cartão de crédito.,1,negativo
1228,COMPREI UM JOGO DE PANELAS COM 8 PANELAS E UMA PANELA DE PRESSÃO VERMELHO E PANELAS DO TIPO OVAL. RECEBI UM JOGO COM 6 PANELAS E JOGO DE ESPÁTULAS PRETOS. COISA QUE NÃO PEDI. VEIO APENAS UMA FRIDEIRA.,1,negativo
1229,comprei num dia e recebi no outro e a mercadoria é excelente!!!,5,positivo
1231,Não gostei da qualidade do enchimento das almofadas,1,negativo
1232,"Conforme já solicitei, preciso fazer a devolução. Ele não foi entregue no prazo que eu precisa. Já solicitei por aqui e já entrei em contato com o vendedor. Estou no aguardo para fazer a devolução.",4,positivo
1236,GOSTAEI DA RAPIDEZ DA ENTREGA,5,positivo
1237,Quero saber dos demais produtos eram 3 itens ,1,negativo
1240,Parabéns ,5,positivo
1243,"Não posso dar opinião sobre produto pois não recebi, sobre a loja eu não recomendo, pois atrasa as entregas.",1,negativo
1245,"Produto chegou no prazo, em perfeitas condiçoes e veio embalado de forma incrivel. Muito bem embalado mesmo... Chegou sem nenhum arranhao! ",5,positivo
1248,Não recebi o produto,1,negativo
1251,Comprei 2(dois) produtos iguais e tive que pagar 2(dois) fretes. A Empresa poderia ter colocado em uma única embalagem e cobrar apenas um frete. Produto entregue em perfeitas condições. Ótimo produto.,4,positivo
1252,Ótimo produto!,5,positivo
1255,Entrega muita rápida e produto em ótimo estado.,5,positivo
1258,Gostaria de saber se o produto mudou de embalagem. Pois comprei a embalagem vermelha e recebi outra embalagem toda florida. Preciso saber se é o mesmo produto. ,5,positivo
1260,"Lavabo bem bonito e igual a descrição, veio com uma mancha bem pequena, mas nada que seja um problema, recomendo.",4,positivo
1262,produto entregue totalmente diferente do comprado,2,negativo
1266,Ótimo em TDS os aspectos,5,positivo
1270,Ainda estou aguardando,2,negativo
1273,Aida nao recebi o produto,4,positivo
1274,Recebi antes da data prometida. Recomendo esta loja. ,5,positivo
1275,Demorou quase trinta dias .tempo demais,4,positivo
1278,Depende para que eu possa avaliar se resolverem meu problema pos a compra era 4 os correios só entregarão um pacote contendo 2 peneus,2,negativo
1282,Gostei muito,5,positivo
1283,Bom,5,positivo
1285,"Boa tarde! 
Tive problemas com meu pedido sim! 
Veio o mosqueteiro errado. 
Pedi um de tamanho Queen, que arrastasse até o chão e com o círculo em cima bem grande. Veio pequeno de cama de casal nor",1,negativo
1287,"ate agora tudo perfeito, produto e entrega no prazo",5,positivo
1289,"Comprei 2 relógios, mas só foi entregue 1",2,negativo
1290,"produto ok, recebido dentro do prazo, bem antes do previsto.",5,positivo
1291,"A entrega foi antecipado, mais umas das panelas de pressão veio com o suporte quebrado.",2,negativo
1295,Tudo ok.,5,positivo
1297,Ótimo produto! Recomendo!,5,positivo
1298,"ENTREGA MUITO DEMORADA, COMPREI EM 26/03/2018 E ATÉ AGORA NÃO RECEBI OS PRODUTOS",1,negativo
1302,bom,5,positivo
1305,O produto chegou conforme anunciado. Gostei.,4,positivo
1306,Dentro do prazo e informacoes do encaminhamento do produto de forma clara,5,positivo
1310,Excelente. Recomendo.,5,positivo
1314,O produto enteque veio Errado ,1,negativo
1316,"NÃO RECEBI O PRODUTO, O PRODUTO CONSTA COMO ENVIADO PARA O CORREIO DE RIBEIRÃO PRETO. O CORREIO NÃO RECEBEU O PRODUTO. ENVIE VARIAS MENSAGEM PARA A targaryen E NÃO OBTIVE. ESTA targaryen ESTA SUJANDO SEU NOME",1,negativo
1317,Gostei,5,positivo
1320,"O produto veio fora da especificação. A calota vendida tinha o símbolo da Citroën, mas a calota veio sem este símbolo. ",2,negativo
1326,Então conprei gostei mas nao e tudo isso nao achei q seria melhor,2,negativo
1327,Loja de confiança chegou no praso,5,positivo
1329,"amei o produto, super fácil de manusear e a lannister está de PARABÉNS, pois chegou BEM ANTES do prazo.",4,positivo
1333,Super recomendo os produtos são lindos!!😍😍,5,positivo
1337,"Pedi duas carteiras. Uma veio com defeito e outra veio errada, ñ é a q pedi.... pedi reembolso e creio q isso correrá bem.",2,negativo
1340,Gostei muito do produto. Entrega muito rápida.,5,positivo
1343,Excelente produto e a entrega chegou antes do prazo previsto!!! Ótimo,4,positivo
1347,produto chegou antes do prazo estabelecido.,5,positivo
1348,"Excelente chegou antes do combinado, parabéns!",5,positivo
1350,Gostei muito do produto nao tem ardencia nos olhos e nem cheiro alisou 90% fos meus cabelos mais acho que da segunda vez ficara super liso.,4,positivo
1351,Entregou antes do prazo estipulado. ÓTIMO. Por isso que sempre compro no site.,5,positivo
1353,"APESAR DE NÃO TER UM BOM ACABAMENTO, O PRODUTO É BEM FUNCIONAL.",4,positivo
1358,"Entrega perfeita, até antes do prazo. produto em perfeito estado e de ótima qualidade. ",5,positivo
1363,aaa,4,positivo
1369,Ótimo produto ,5,positivo
1371,Veio certinho e super rápido! Amei meu lustre gente!!!!,5,positivo
1374,"Bonito, bom e chegou rápido",5,positivo
1376,"Recebi apenas 1 detector de metal e a compra foram de 2 unidades. Como podemos resolver isso?
Aguardo orientações.
",1,negativo
1379,Boa noite na compra diz wireless 150mbs Multilaser mais 3g não teria que vim o modem 3g que conecta no USB nele.,2,negativo
1384,Satisfeito ,4,positivo
1385,Chegou dentro do prazo. Muito bonito. Valeu.,5,positivo
